Borg_ar_201,Camb_Add_2886,Cambrigde_Add_3497,GCAA_00486,Mingana_ar_christ_93_84,Mingana_syr_133,Ms_orient_A_2652,Or_1292b,Paris_Arabe_3637,Vat_ar_2054
واخفيتك,واخفيتك,واخفيتك,واخفيتك,,واخفيتك,واخفيتك,واخفيتك,واخفيتك,
في,في,فى,في,,في,في,في,في,
مكان,مكان,مكان,مكان,,مكان,مكان,مكان,مكان,
الى,الى,مااحديعلم,,,الى,مااحديعلم,مااحديعلم,مااحديعلم,
,,فيه,,,,,فيه,فيه,
,,حتى,الي,,,,حتيانه,الي,
ان,ان,ان,ان,,ان,,,ان,
برد,يردغضبالملك,,برد,,برد,,,,
غضبه,,,غضبه,,غضبه,,,,
وطلبك:,وطلبك,,وطلبك,,وطلبك,,,,
فأحضرتك,ويطلبك,,,,فاحدرتك,,,,
وفرح,,,,,وفرح,,,,
فيك:,,,,,فيك,فيك_,,,
,,,,,,حتىان,,,
والاناذكرالجميل,,,,,والاناذكرالجميل,,,,
والخبزوالملح:وانا,,طلبكواناكليوم,,,والخبزوالملحوانا,طلبك_واناكليوم,طلبكواناكليوم,طلبك_واناكليوم,
,,,,,اعرف,,,,
اعلم,,كنت,,,,,كنت,كنت,
ان,,,,,ان,,,,
,,ابرّد,,,,ابرّد,ابرّد,ابرّد,
,,غلقهحت,,,,خلقه,خلقه,خلقه,
,,,,,,حتى,حتي,حتي,
,,طلبك,,,,طلبك_,طلبك,طلبك_,
,فلما,فلما,فلما,,,فلما,فلما,فلما,
,احضرتك,أحضرتك,احضرتك,,,احدرتك,احدرتك,أحضرتك,
,قدامالملك,قدامه,,,,قدامه,قدامه,قدامه,
,فرح,فرح,فرح,,,فرح,فرح,فرح,
,فيك_والان,فيكوالان,فيكوالان,,,فيك_والان,فيك_والان,فيكوالان,
,اذكرالجميل,اذكرالجميل,,,,اذكرالجميل,اذكرالجميل,اذكرالجميل,
,,,ادكرالجميلالدي,,,,,,
,الذي,الذى,,,,الذي,الذي,الذي,
,صنعت,صنعته,صنعت,,,صنعته,صنعته,صنعته,
,معك_,معك,معك,,,معك_,معك,معك_,
,وانااعلم,وانااعلم,وانااعلم,وانااعلم,,وانااعلم,وانااعلم,وانااعلم,
,انالملك,ان,انالملك,انالملك,,ان,ان,انا,
الملك,سيندم,الملك,,يندمعليّويفرحبي,الملك,الملك,الملك,الملك,
يندم,,يندم,يندم,,يندم,يندم,يندم,يندم,
,علىّ,,,,,,,,
,,علىّ,,,,,,,
,وبغطاد,,عليويغضاضغيضانعضيم,,,,,,
عليّ,عليّ,,,,عليّ,عليّ_,عليّ,عليّ,
ويغتاظ,ويغتاضغيظان,ويغتاظ,,,ويغتاظ,ويغتاظ,ويغتاظ,ويغتاظ,
غيضًا,,غيظا,,,غيظ,غيظاً,غيظ,غيظًا,
عظيم:,عظيم,عظيم,,,عظيم,عظيم,عظيم,عظيم,
,لقتلي_,لقتلى,لقتلي,,,لقتلي_,لقتلي,لقتلي,
لانليس,لانليس,لانليس,لانليس,,لانليس,لانليس,لانليس,لانليس,
لي,لي,لى,لي,,لي,لي,لي,لي,
ذنب:,ذنب,دنب,دنب,,ذنب,ذنب_,دنب,دنب,
فتكون,فتكون,فتكون,فتكون,,فتكون,فتكون,فتكون,فتكون,
عندهفيالدرجة,اذا,اذا,ادااحضرتني,اذا,عندهفيالدرجة,اذا,اذا,اذا,
الرفيعة:,احضرتني,احضرتنى,,وجدنيوينعمعليكفاصنع,الرفيعه,احضرتني,احضرتني,احضرتني,
,قدامه,قدامه,قدامه,,,قدامه,قدامه,قدامه,
,في,فى,في,,,في,في,في,
,منزله,منزلة,منزله,,,منزلةٍعظيمه_,منزلة,منزله,
,فتلقاخيرًا,,عضيمه,,,,,,
,عظيم,عظيم,,,,,عظيم_,عظيم_,
فاعلم,فاعلم,فلتعلم,فاعلم,,فاعلم,فاعلم,فلتعلم,واعلم,
ان,ان,ان,ان,,ان,ان,ان,ان,
ناثان,نادان,نادان,نادان,,نادان,نادان,نادان,نادان,
ابن,ابن,ابن,ابن,,ابن,ابن,ابن,ابن,
اختى,اختي,اختى,اختي,,اختي,اختي,اختي,اختي,
,قد,غشنى,قد,,,قد,,,
غشّني:,غشني,,غشني,,غشني,غشّني,غشني,غشني,
وصنع,وصنع,وصنع,وصنع,,وصنع,وصنع,وصنع,وصنع,
معي,معى,معى,معي,معي,معي,معي,معي,معي,
هذا,هذا,هذا,هدا,كماصنعتمعك,هذا,هذا,هذا,هذا,
الصنيع,الصنيع,الصنيع,الصنيع,,الصنيع,الصنيع,الصنيع,الصنيع,
الردي:,الردى,الردى,الردي,,الردي,الردي_,الردي,الردي,
وسيندم,وسيندم,,وسيندم,,وسيندم,,,_,
,,ولكنسيندم,,,,ولكنسيندم,ولكنسيندم,ولكنسيندم,
الملك,الملك,الملك,الملك,,الملك,الملك,الملك,الملك,
على,على,على,علي,,على,على,علي,علي,
قتلي:,قتلي,قتلى,قتلي,,قتلي,قتلي_,قتلي_,قتلي_,
وان,والان,واعلمان,وان,واعلمان,وان,واعلمان,واعلمان,واعلمان,
لي,لي,لى,لي,لي,لي,لي,لي,لي,
سرداب,سرداسردابًا,سرداب,سرداب,مغاراصغير,سرداب,سرداب,سرداب,سرداب,
في,في,فى,في,في,في,في,في,في,
عتبة,جنبت,عتبت,عتبت,عتبت,عتبة,عتبت,عتبت,عتبت,
بيتي,بيتي,بيتى,بيتي,بيتي,بيتي,بيتي,بيتي,بيتي,
وهوصغير:وما,ولايعلم,ولايعلم,ولايعلم,لايعلمبهااحدالا,وهوصغيروما,ولايعلم,ولايعلم,ولايعلم,
احدٍيعلمفيه:اخفيني,به,بهِ,به,,يعلم,به,بهِ,بهِ,
,احدًا,احدًا,احدانفاخفاني,,احدًا,احدًا_,احدًا_,احدًا,
,فاخفينى,فاخفينى,,,فيه,,,,
,فيه,هنا,فيه,,فاخفيني,فاخفيني,فاخفيني,فاخفيني,
هناك,,,,,هناك,هناك,هناك,هناك,
بعلم,بعلم,بعلم,بعلم,,بعلم,بعلم,بعلم,بعلم,
زوجتي:,زوجتي,زوجتىاشغفتينىوانلى,زوجتي,زوجتي,زوجتي,زوجتي,زوجتي,زوجتي,
وفي,,,اشفعني,فاخفينيفيها,وفي,اشغفني,اشغفتيني,اشغفتيني,
,,,,,,_,_,_,
,وان,,وان,وان,,وان,وان,وان,
,لي,,في,لي,,لي,لي,لي,
,,فى,,غلام,,فى,,,
,في,,,في,,,في,في,
السجن,السجن,السجن,السجن,السجن,السجن,السجن,السجن,السجن,
لي,عبدًا,عبدًا,لي,وهو,لي,عبدًا,عبدًا,عبدًا,
عبدًامذنب,مستوجب,مستوجب,عبدمدنبمستحق,مستوجب,عبدًامذنب,مستوجب,مستوجب,مستوجب,
,القتل_اخرجه,القتل,القتل,القتل,,القتل,القتل,القتل,
اخرجه,,اخرجه,اخرجه,فاخرجه,اخرجه,اخرجه,اخرجه,اخرجه,
ولبسه,والبسه,والبسه,والبسه,والبسه,ولبسه,والبسه,والبسه,والبسه,
ثياب:,تيابي,ثيابى,تيابي,تيابي,ثيابي,ثيابي_,تيابي,تيابي,
وامرلهولايالذينمعك,وامر,وامر,وامر,وقدوضعتمايدهوشرابلغلمانالملكدعهمياكلوويشربوفاذاقتلتغلاميلايعلمو,وامرلهولايالذينمعك,وامر,وامر,وامر,
,للغلمان,الغلمان,الغلمان,,,الغلمان,الغلمان,الغلمان,
وهم,وهم,وهم,وهم,,وهم,وهم,وهم,وهم,
سكارى,سكاره,سكارى,سكاري,,سكاره,سكارى,سكاري,سكاري,
ان,,,ان,,ان,,,,
يقتلوه:وما,يقتلوهوما,يقتلوهوما,يقتلوهوما,,يقتلوهوما,يقتلوه_وما,يقتلوهوما,يقتلوهوما,
يعرفون,يعرفوا,يعرفوا,يعرفوا,,يعرفوا,يعرفوا,يعرفوا,يعرفوا,
لمن,لمن,لمن,لمن,لمن,لمن,لمن,لمن,لمن,
قتلوا,يقتلوا,قتلوا,قتلوا,قتلتودعنيفيالسردابلانياعلمانالملكيندمعليّقويفيكونلكالدرجتالعليابذالكفصنعالسيافبماقاللهحيقارووضعهفيالسردابوقطعراسالعبدوابعده,قتلوا,قتلوا_,قتلوا,قتلوا_,
وابعد,وابعد,وامرهمانيبعدوا,وابعد,,وابعد,وامرهمانيبعدوا,وامرهمانيبعدوا,وامرهمانيبعدوا,
راسه,راسه,راسه,راسه,,راسه,راسه,راسه,راسه,
عن,عن,عن,عن,عن,عن,عن,عن,عن,
جثته,جتته,جتته,جتته,جتته,جثته,جثته,جتته,جتته,
ماية,ماية,ماية,مايت,مايت,مايه,مايه,ماية,ماية,
ذراع:,ذراع,دراع,دراع,دراع,ذراع,دراع_,دراع,دراع,
واعطي,واعطي,واعطى,واعطي,وغلمانالملكياكلواويشربواثممضواليالملكواعلموهبقتلحيقارالحكيموقالو,واعطي,واعطي,واعطي,واعطي,
جسده,جسده,جتته,جسده,,جسده,جثته,جتته,جتته,
,,,,لهيعيشالملكاليالابد,,,,,
لعبيدي,لعبيدي,لعبيدىحتى,لعبيدي,فاغتاضالملكلذالكوتندمحيثلا,لعبيدي,لعبيدي,لعبيدي,لعبيدي,
حتىيدفنوه,,,,,حتىيدفنوه,حتىيدفنوه_,حتي,حتي,
,يدفنوه_,يدفنوه,يدفنوه,,ويكون,,يدفنوه,يدفنوه,
وتكون,فتكون,وتكون,وتكون,,,وتكون,وتكون,وتكون,
,,,,,قد,,,,
قد,,,قد,,,قد,,,
,,,,,ذخرت,,,,
ذكرت,دخرت,دخرت,دخرت,,,دخّرت,دخرت,دخرت,
عندي,عندي,عندى,عندي,,عندي,عندي,عندي,عندي,
ذخيره,دخيره,هذهالدخيره,دخيره,,ذخيره,هذهالدخيره_,هذهالدخيره,هذهالدخيره_,
وعندالملك,عظيمه_,,وعندالملك,,وعندالملك,,,,
ايضًا:,فعندذلك,فعندذلك,ايضان,,ايضًا,فعندذلك,فعندذلك,فعندذلك,
ففعل,ففعل,فعل,ففعل,,ففعل,فعل,فعل,فعل,
السياف,السياف,السياف,السياف,,السياف,السيّاف,السياف,السياف,
كماقال,كماامره,كماامره,كماامره,,كماقال,كماامره,كماامره,كماامره,
لهُحيقار:,حيقار,حيقار,حيقار,,لهحيقارومضا,حقار_,حيقار,حيقار,
ومضوا,ومضى,ومضوا,ومضواالي,,,ومضوا,ومضواالي,ومضواالي,
الى,الى,الى,,,الى,الى,,,
الملكوقالوا,الملكوقال,الملكوقالوا,الملكوقالوا,,الملكوقال,الملكوقالوا,الملكوقالوا,الملكوقالوا,
,,لهيعيش,لهيعيش,,,لهيعيش,,,
لهُ,لهُ,,,,له,,,لهُ,
,,,الملكاليالابد,,,,,,
يعيشالملكالىالابد:وكانت,يعيش,,,,يعيشالملكالىالابدوكانت,,يعيش,يعيش,
,راسك,راسالملك,تماناشفغني,,,راسالملك,راسالملك,راسالملك,
,الى,الى,,,,الى,الي,الي,
,الابد_ثم,الابدثم,,,,الابد_ثم,الابد_ثم,الابد_ثم,
,ان,ان,,,,ان,ان,ان,
,,اشغفتينى,,,,اغشفني,اشغفتيني,اشغفتيني,
امراة,امراة,امراة,امراة,,امراة,امراة,امراه,امراة,
حيقار,حيقار,حيقار,حيقار,,حيقار,حقار,حيقار,حيقار,
,كانت,كانت,كانت,,,كانت,كانت,كانت,
تحضر,تحضر,تحضر,تحضر,,تحدر,تحدر,تحدر,تحدر,
لهفي,له,لزوجها,له,,لهفي,لزوجها,لزوجها,لزوجها,
المطمورة,الىالطموره,الاكل,الاكل,,,الاكل,الاكل,الاكل,
,,والشرب,,,,والشرب,والشرب,والشرب,
,,الى,الي,,,الى,الي,الي,
,المطموره,المطموره,المطموره,,المطموره,المطموره_,المطموره,المطموره,
خبزوما:,في,وكانت,,,خبزوما,وكانت,وكانت,وكانت,
كلجمعه,كلجمعه,كلجمعه,كلجمعه,,كلجمعه,كلجمعه,كلجمعه,كلجمعه,
مايكفيه:,مايكفاه,تنزل,مايكفاه,,,تنزّلله,تنزل,تنزل,
ولااحد,,لهشى,,,ولااحد,,لهُ,لهُ,
بعلمبهِ,,,,,يعلمبه,شي,شي,شي,
,,يكفيه,,,,يكفيه,يكفيه,يكفيه,
,,الى,,,,الى,الي,الي,
,,جمعة,,,,جمعة,جمعة,الجمعة,
,,الاتيه,,,,الاتيه_,الاتيه,الاتيه,
,ولايعلم,ولايعلم,ولايعلم,,,ولايعلم,ولايعلم,ولايعلم,
,به,بهِ,به,,,به,بهِ,بهِ,
,احدًا,احدًا,احدان,,,احدًا_,احدًا,احدًا_,
غيرها:,غيرها,,غيرها,,غيرها,,,,
فشاعالخبر,فشاعالخبر,فشاعالخبر,فشاعالخبر,,فشاعالخبر,فشاعالخبر,فشاعالخبر,فشاعالخبر,
,وذاع,وداع,وداع,,,وذاع,وداع,وداع,
وانتشر,وانتشر,وانتشر,وانتشر,,وانتشر,وانتشر,وانتشر,انتشر,
في,في,فى,في,,في,فى,في,في,
اثور,كلموضع,اثور,اتور,,اتور,اتور,اتور,اتور,
ونينوى,,ونينوى,ونينوي,,ونينوى,ونينوى,ونينوي,ونينوي,
:,,,,,,_,,,
انحيقار,ان,ان,ان,,انحيقار,ان,ان,ان,
,حيقار,حيقار,حيقار,,,حقار,حيقار,حيقار,
,الحكيم,الحكيم,الحكيم,,,الحكيم,الحكيم,الحكيم,
قدقتلومات:,قدقتلومات,قدقتلومات,قدقتلومات,,قدقتلومات,قدقتلومات_,قدقتلومات,قدقتلومات,
فناحوا,وناحوا,وناحوا,ناحوا,,فناحوا,وناحوا,وناحوا,وناحوا,
عليهاهلتلك,عليهاهلتلك,عليهاهلتلك,عليهاهلتلك,,عليهاهلتلك,عليهاهلتلك,عليهاهلتلك,عليهاهلتلك,
البلاد:,المدينه,البلاد,البلاد,,البلاد,البلاد,البلاد,البلاد,
,جميعها,جميعها,جميعها,,,جميعها_,جميعها,جميعها,
وبكيوا,فبكيوا,وبكيوا,وبكيوا,,وبكيوا,وبكيوا,وبكيوا,وبكيوا,
وقالواياحيفعليكيا,وقالواياحيفعليكيا,وقالواياحيفعليكيا,وقالواياحيفعليكيا,,وقالواياحيفعليكيا,وقالواياحيفعليكيا,وقالواياحيفعليكيا,وقالواياحيفعليكيا,
حيقار,حيقار,حيقار,حيقار,,حيقار,حقار,حيقار,حيقار,
وعلى,وعلى,وعلى,وعلي,,وعلى,_وعلى,وعلي,وعلي,
علمكوادبك:يااسفاهعليك,علمكوادبك_يااسفاهعليك,علمكوادبكيااسفاهعليك,علمكوادبكيااسفاهعليك,,علمكوادبكيااسفاهعليك,علمكوادبك_يااسفاهعليك,علمكوادبكيااسفاهعليك,علمكوادبك_يااسفاهعليك,
وعلى,وعلى,وعلى,وعلي,,وعلى,وعلي,وعلي,وعلي,
معرفتك:,معرفتك,معرفتك,معرفتك,,معرفتك,معرفتك,معرفتك,معرفتك_,
,,,,,,_,,,
اين,اين,اين,اين,,اين,اين,اين,اين,
بقا,بقى,بقا,بقي,,بقا,بقا,بقا,بقا,
يوجد,يوجد,يوجد,يوجد,,يوجد,يوجد,يوجد,يوجد,
مثلك:,مثلك,مثلك,متلك,,مثلك,مثلك,مثلك_,مثلك,
وانبقى,,,,,,,,_,
