162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,ܒܨܦܪܐܘܬܐ,,,ܒܨܦܪܐܘܬܐ,,,ܠܟܘܟܒ̈ܐ܂,ܒܨܦܪܐܘܬܐ
,ܠܘܬܝ܂,,,ܠܘܬܝܠܟܘ̈ܟܒܐ,,,,ܠܘܬܝ܂
,ܗܝܕܝܢܦܩܕܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝ܂ܕܠܡܚܪܐܬܟܣܘܣܘܡܩܐ܂ܘܗܘܡܠܟܐܠܒܫܒܘܨܐ܂,,,ܘܐܡܪܠܝܙܠܐܒܝܩܡܘܠܨܦܪܐܬܐ,,,ܘܐܡܪܠܝܙܠܐܒܝܩܡܘܠܨܦܪܐܬܐ,ܘܦܩܕܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝܕܠܡܚܪ܂ܢܬܒܣܘܢܠܒܘܫ̈ܝܒܪܡܠܐ܆ܐܘܟܝܬܣܘܡܩ̈ܐ܂ܟܕܩܡܡܠܟܐܒܨܦܪܐ܂ܠܒܝܫܒܘܨܐܘܐܪܓܘܢܐ
,ܘܝܬܒܥܠܟܘܪܣܝܗ܂,,,ܠܘܬܝ܆,,,ܠܘܬܝ܂ܟܕܦܩܕܦܪܥܘܢܠܪܘܪ̈ܒܢܘܗ܂ܕܢܫܠܚܘܢ܂܂܂ܘܢܫܚܠܦܘܢܠܒܘܫܐ,ܘܝܬܒܥܠܟܘܪܣܝܗ܂
,ܘܦܩܕܘܥܠܬܠܩܕܡܘܗܝܘܐܡܪܠܝ܂ܠܡܢܕܡܢܐܐܒܝܩܡܘܠܡܢܕܡܝܢܪܘܪ̈ܒܢܝ܂ܘܥܢܝܬܘܐܡܪܬܠܗ܂ܕܡܐܐܢܬܡܪܝܡܠܟܐܠܒܝܠ܂,,,ܘܦܩܕܦܪܥܘܢ,,,ܘܦܩܕܦܪܥܘܢ,ܘܪܘܪ̈ܒܢܘܗܝܝܬܒܝܢܗ̄ܘܘܩܕܡܘ܆ܗܝ܂ܘܦܩܕܘܥܠܬܩܕܡܘܗܝ܂ܘܥܢܐܡܠܟܐܘܐܡܪܠܝܐܒܝܩܡܠܡܢܕܡܐܐ̄ܢܐ܂ܘܪܘܪ̈ܒܢܝܠܡܢܕܡܝܢ܁ܘܐܡܪܬܡܪܝܡܠܟܐ܂ܐܢ̄ܬܕܡܐܐܢܬܠܒܝܠ
,ܘܪܘܪ̈ܒܢܝܟܠܟܘܡܪ̈ܘܗܝ܂,,,ܠܪ̈ܘܪܒܢܘܗܝܕܠܡܚܪ,,,ܠܪܘܪ̈ܒܢܘܗܝܡܚܪ,ܘܪܘܪ̈ܒܢܝܟܠܟܘܡܪ̈ܘܗܝ܂
,ܘܬܘܒܐܡܪܠܝ܂,,,ܠܒܘܫܘܠܒܘ̈ܫܐ,,,ܠܒܘܫܘܠܒܘ̈ܫܐ,ܬܘܒܐܡܪܠܝ
,ܙܠ,,,ܕܨܘ̈ܒܥܝܢܦܬܝ̈ܟܐ,,,ܕܨܒ̈ܥܥܘܢܦܬܝܟ̈ܐ,ܙܠ
,ܠܐܫܦܙܟܘܠܡܚܪܠܘܬܝ܂ܘܦܩܕܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝܕܠܡܚܪܠܒܫܘ,,,ܕܟܠ,,,ܕܟܠ,ܐܒܝܩܡܠܒܝܬܡܫ̱ܪܝܟ܆ܘܩܕܡܒܨܦܪܐܘܬܐܠܘܬܝ܂ܘܗܝܕܝܢܦܩܕܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝ܂ܕܠܡܚܪܢܠܒܫܘܢ
,ܠܒܘܫ̈ܐ,,,ܓܘܢܝ̈ܢܘܬܪ̈ܥܝܗܝܟܠܐܢܬܟܣܘܢܣܘܡ̈ܩܐܡܦܬܟܐ܆,,,ܓܘܢܢ̈܂ܘܬܪܥܝܗܝܟܠܐܢܬܟܣܘܢܣܘܡܩ̈ܐܡܦܬܟ̈ܐ,ܠܒܘܫ̈ܐ
,ܕܟܬܢܐܚܘܪܐ܂ܘܗܘܡܠܟܐܠܒܫܚܘܪܐ,,,ܘܡܠܟܐܠܒܫ,,,ܘܡܠܟܐܠܒܫ,ܚܘܪ̈ܐܕܟܬܢܐ܂ܘܡܠܟܐܠܒܫܚܘܪ̈ܐܩܛܝܢ̈ܐ܂
,ܘܝܬܒܥܠܟܘܪܣܝܗ܂ܘܦܩܕܘܥܠܬ,,,ܠܒܘܫܝ̈ـܡܝ̈ܠܬܐܘܟܕܥܠܬܠܘܬܗ܆ܘܥܢܐܘܐܡܪܠܝ܆ܠܡܘܢ,,,ܠܒܘܫ̈ܝܡ̈ܝܠܬܐܟܕܦܩܕܦܪܥܘܢܕܢܥܘܠܐܚܝܩܪܘܥܠܬ܂ܘܥܢܐܘܐܡܪܠܝܠܡܘܢܕܡܢܐ,ܘܝܬܒܥܠܟܘܪܣܝܗ܂ܘܦܩܕܘܥܠܬ
,ܩܕܡܘܗܝ܂,,,,,,,ܠܩܕܡܘܗܝ܆
,ܘܐܡܪܠܝܠܡܢܕܡܐ,,,,,,,ܘܐܡܪܠܝܠܡܢܕܡܐ
,ܐܢܐ,,,,,,,ܐ̄ܢܐ
,ܐܒܝܩܡ܂ܘܪܘܪ̈ܒܢܝܠܡܢ,,,,,,,ܐܒܝܩܡ܂ܘܪܘܪ̈ܒܢܝܠܡܢ
,ܕܡܝܢ܂ܘܐܡܪܬܠܗܕܡܐ,,,,,,,ܕܡܝܢ܂ܘܥܢܝܬܘܐܡܪܬܠܗܡܪܝܡܠܟܐ܂
,ܐܢܬ,,,,,,,ܐܢܬ
,ܡܪܝܡܠܟܐܠܫܡܫܐ,,,,,,,ܕܡܐܐܢ̄ܬܠܫܡܫܐ܂
,ܘܪܘܪ̈ܒܢܝܟܠܙܠܝܩܘ̈ܗܝ܂,,,,,,,ܘܪܘܪ̈ܒܢܝܟܠܙܠܝܩܘ̈ܗܝ܂
,ܘܬܘܒܐܡܪܠܝ܂,,,,,,,ܬܘܒܐܡܪܠܝ
,ܙܠ,,,,,,,ܙܠ
,ܠܟܠܐܫܦܙܟ܂ܘܠܡܚܪܬܐܠܘܬܝ܂ܘܦܩܕܬܘܒܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝ܂ܕܠܡܚܪܠܒܫܘ,,,,,,,ܐܒܝܩܡܠܡܫ̱ܪܝܟ܂ܘܠܡܚܪܬܐܠܘܬܝ܂ܘܦܩܕܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝ܂ܕܠܡܚܪܢܠܒܫܘܢܠܒܘܫ̈ܐ
,ܐܘܟܡ̈ܐ܂,,,,,,,ܐܘܟܡ̈ܐ܂
,ܘܡܠܟܐܠܒܫܬܘܠܥܬܐ܂ܘܦܩܕܘܥܠܬܩܕܡܘܗܝ܂ܘܐܡܪܠܝ܂ܠܡܢܕܡܐܐ̄ܢܐܐܒܝܩܡܘܪܘܪ̈ܒܢܝܠܡܢܕܡܝܢ܂ܘܐܡܪܬܠܗ܂ܕܡܐܐܢܬܡܪܝܡܠܟܐܠܣܗܪܐܘܪܘܪ̈ܒܢܝܟܠܟܘ̈ܟܒܐ܂ܘܬܘܒܐܡܪܠܝ܂ܙܠܠܒܝܬܟ܂ܘܠܡܚܪܬܐܠܘܬܝ܂ܘܦܩܕܡܠܟܐܠܪܘܪ̈ܒܢܘܗܝ܂ܕܠܡܚܪܠܒܫܘܠܒܘܫ̈ܐܕܨܘܒܥܢ̈ܝܢܘܡܦܬܟܝܢ܂ܘܬܪ̈ܥܝܗܝܟܠܐܢܬܟܣܘܢܣܘ̈ܡܩܐ܂ܘܗܘܡܠܟܐܠܒܫܡܝ̈ܠܬܐ܂ܘܦܩܕܘܥܠܬܩܕܡܘܗܝ܂ܘܐܡܪܠܝ܂,,,,,,,ܘܩܡܡܠܟܐܒܨܦܪܐ܂ܠܒܫܠܒܘܫ̈ܐܐܘܟܡ̈ܐܕܬܘܠܠܐ܂ܘܦܩܕܥܠܬܠܩܕܡܘܗܝ܂ܘܐܡܪܠܝ
,ܠܡܢ,,,,,,,ܠܡܢ
,ܕܡܐ,,,ܕܡܐ,,,,ܕܡܐ
,ܐ̄ܢܐ,,,ܐَܢܐ,,,ܐ̄ܢܐ,ܐ̄ܢܐ
,ܐܒܝܩܡ܂ܘܪܘܪ̈ܒܢܝܠܡܢ,,,ܘܪܘܪ̈ܒܢܝܠܡܘܢܕܡܝܢ,,,ܘܪܘܪ̈ܒܢܝܠܡܘܢܕܡܝܢ,ܐܒܝܩܡ܂ܘܪܘܪ̈ܒܢܝܠܡܢ
,ܕܡܝܢ܂ܘܐܡܪܬܠܗ,,,,,,ܘܥܢܬܘܐܡܪܬܠܐ,ܕܡܝܢ܂
,,,,ܘܥܢܝܬ,,,,
,,,,,,,,ܘܥܢܝܬ
,,,,ܐܘܡܪܬܠܗ܆,,,,
,ܕܡܐ,,,ܕܡܐ,,,ܕܡܐ,ܘܐܡܪܬܠܗ܂ܕܡܐܐܢ̄ܬܡܪܝܡܠܟܐܠܣܗܪܐܘܪܘܪ̈ܒܢܝܟܠܟܘܟܒ̈ܐ܀ܘܐܡܪܠܝܙܠܐܒܝܩܡܘܠܨܦܪܐܬܐܠܘܬܝ܂ܘܦܩܕܦܪܥܘܢܠܪܘܪ̈ܒܢܘܗܝ܂ܕܠܡܚܪܠܒܘܫܘܠܒܘ̈ܫܐܕܨܘܒܥܢ̈ܝܟܦܬܝܟ̈ܐܕܟܠܓܘܢܝ̈ܢܘܬܪ̈ܥܝܗܝܟܠܐܢܬܟܣܘܢܣܘܡܩ̈ܐܡܦܬܟ̈ܐ܂ܡܠܟܐܠܒܫܠܒܘܫ̈ܐܡܝܠܬ̈ܐ܂ܘܟܕܥܠܬܠܘܬܗ܂ܘܥܢܐܘܐܡܪܠܝ܆ܠܡܘܢܕܡܐܐ̄ܢܐ܂ܘܪܘܪ̈ܒܢܝܠܡܘܢܕܡܝܢ܂ܘܥܢܝܬܘܐܡܪܬܠܗ܂ܕܡܐܐܢ̄ܬ
,ܐܢܬܡܪܝܡܠܟܐ,,,ܐَܢܬܠܢܝܣܢ܆,,,ܐܢ̄ܬ܂܂܂܂ܠܢܝܣܢ,
,ܠܢܝܣܢ܂,,,,,,,ܠܢܝܣܢ܂
,ܘܪܘܪ̈ܒܢܝܟܕܡܝܢ,,,ܘܪܘܪ̈ܒܢܝܟܕܡܝܢ,,,ܘܪܘܪ̈ܒܢܝܟܕܡܝܢ,ܘܪܘܪ̈ܒܢܝܟܕܡܝܢ
,ܠܗܒܒܘܗ̈ܝ܂ܗܝܗܝܢܡܠܟܐܐܡܪܠܝ܂,,,ܠܗܒܒܘ̈ܗܝ܆,,,ܠܗܒܒܗ̈ܘܝ,ܠܗܒܒ̈ܘܗܝ܂
,,,,ܟܕܫܡܥܡܠܟܐܣܓܝ,,,ܟܕܫܡܥܡܠܟܐܣܓܝ,ܟܕܫܡܥܡܠܟܐܣܓܝ
,,,,ܒܚܕܘܬܐܐܬܡܠܝ܆,,,ܘܚܕܘܬܐܐܬܡ̱ܠܝ,ܚܕܘܬܐܐܬܡ̱ܠܝ܂ܘܐܡܪܠܝ
,,,,ܘܐܡܪܠܝܐܒܝܩܡ,,,ܘܐܡܪܠܝܐܒܝܩܡ,
,ܚܕܐ,,,ܚܕܐ,,,ܚܕܐ,ܚܕܐ
,ܙܒܢܬܐ,,,ܙܒܢ,,,ܙܒܢ,ܙܒܢ
,ܕܡܝܬܢܝ,,,ܕܡܝܬܢܝ,,,ܕܡܝܬܢ,ܕܡܝܬܢܝ
,ܠܒܝܠ,,,ܠܒܝܠ܆,,,ܠܒܝܠ,ܠܒܝܠ܆
,ܘܪܘܪ̈ܒܢܝܠܟܘܡܪ̈ܘܗܝ܂,,,ܘܪ̈ܘܪܒܢܝܠܟܘܡܪ̈ܘܗܝـ,,,ܪܘܪ̈ܒܢܝܠܟܘܡܪܘܗ܂,ܘܪܘܪ̈ܒܢܝܠܟܘܡܪ̈ܘܗܝ܂
,ܘܕܬܪ̈ܬܝܢ,,,ܘܠܬܪ̈ܬܝܢ,,,ܘܕܬܪ̈ܬܝܢ,ܘܠܬܪ̈ܬܝܢ
,ܙܒܢ̈ܝܢ,,,,,,ܕܡܝܬܢ,
,ܕܡܝܬܢܝ,,,ܕܡܝܬܢܝ,,,,ܕܡܝܬܢܝ
,ܠܫܡܫܐ,,,ܠܫܡܫܐ܆,,,ܠܫܡܫܐ,ܠܫܡܫܐ܆
,ܘܪܘܪ̈ܒܢܝ,,,ܘܪ̈ܘܪܒܢܝܠܙܠܝܩܘ̈ܗܝ,,,ܘܪܘܪ̈ܒܢܝ,ܘܪܘܪ̈ܒܢܝ
,ܠܙܠܝܩܘ̈ܗܝ܂,,,,,,ܠܙܠܝܩܘܗ̈ܝ,ܠܙܠܝܩܘ̈ܗܝ܂
,ܘܕܬܠܬ,,,ܕܬܠܬ,,,ܘܕܬܠܬ,ܕܬܠܬ
,ܕܡܝܬܢܝ,,,ܕܡܝܬܢܝ,,,ܕܡܝܬܢ܂܂܂܂܂ܠܣܗܪܐ,ܕܡܝܬܢܝ
,ܠܣܗܪܐ,,,ܠܣܗܪܐ,,,,ܠܣܗܪܐ܇ܘܪܘܪ̈ܒܢܝܠܟܘܟܒ̈ܐ܂
,ܘܪܘܪ̈ܒܢܝܠܟܘ̈ܟܒܐ܂,,,ܘܪ̈ܘܪܒܢܝܠܟܘ̈ܟܒܐ܆,,,,
,ܘܕܐܪܒܥܕܡܝܬܢܝ,,,ܘܕܐܪܒܥܕܡܝܬܢܝ,,,,ܘܕܐܪܒܥܕܡܝܬܢܝ
,ܠܢܝܣܢ܂,,,ܠܢܝܣܢ܆,,,,ܠܢܝܣܢ܆
,ܘܪܘܪ̈ܒܢܝܠܗܒܒܘ̈ܗܝ܂,,,ܘܪ̈ܘܪܒܢܝܠܗܒܒܘ̈ܗܝ܆,,,ܘܪܘܪ̈ܒܢܝܠܗܒܒܘ̈ܗܝ܂,ܘܪܘܪ̈ܒܢܝܠܗܒܒ̈ܘܗܝ܂
,ܡܟܝܠܐܡܪܠܝ,,,ܡܟܝܠܐܡܪܠܝ,,,ܡܟܠܐܡܪܠܝܦܪܥܘܢ,ܡܟܝܠܐܡܪܠܝ
,ܐܒܝܩܡܡܪܟܕܝܠܟܠܡܢ,,,ܣܪܚܕܘܡ,,,,ܣܪܚܕܘܡ
,,,,ܠܡܘܢܕܡܐ܆,,,ܠܡܘܢ,ܠܡܘܢ
,ܕܡܐ܂,,,,,,ܕܡܐ܂,ܕܡܐ܂
,ܘܐܢܐ,,,ܟܕܡܦܢܐܐܚܝܩܪܦܬܓܡܐ,,,ܟܕܡܦܢܐܐܚܝܩܪܦܬܓܡܐ,ܟܕܡܦܢܐܐܚܝܩܪܦܬܓܡܐ
,,,,ܠܦܪܥܘܢ܆ܗܝܕܝܢܘܐܡܪܬ,,,ܠܦܪܥܘܢ,ܠܦܪܥܘܢ܂
,,,,,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,,,,ܠܗ,,,,
,ܥܢܝܬ,,,,,,ܥܢܝܬ,ܥܢܝܬ
,ܘܐܡܪܬ,,,,,,ܘܐܡܪܬ,ܐܘܡܪܬ
,,,,,,,,ܠܗ
,ܠܗ܂,,,,,,ܠܗܚܣܠܟܡܠܟܐ܂܂܂܂܂,
,ܚܣܠܟ,,,ܚܣܠܟ,,,,ܚܣܠܟ
,ܡܪܝܡܠܟܐܕܠܣܢܚܪܝܒܡܪܝܬܬܕܟܪ,,,ܡܠܟܐ,,,,ܡܠܟܐ
,,,,ܕܠܣܪܚܕܘܡܡܪܝܬܕܟܪ,,,ܕܠܣܪܚܕܘܡܡܪܝܬܕܟܪ,ܕܠܣܪܚܕܘܡܡܪܝܬܕܟܪ
,ܟܕ,,,ܟܕ,,,ܟܕ,ܟܕ
,ܐܢܬܝܬܝܒ܂,,,ܝܬܒ,,,ܝܬܒ,ܝܬܒ
,,,,ܐܢَܬ,,,ܐܢ̄ܬ,ܐܢ̄ܬ
,,,,ܡܛܠܕܡܪܝ,,,ܡܛܠܕܡܪܝ,ܡܛܠܕܡܪܝ
,,,,ܕܝܠܝ,,,ܕܥܝܣܪܚܕܘܡ,ܕܝܠܝ
,ܕܡܐ,,,ܕܣܪܚܕܘܡܕܡܐܠܐܠܗܝܫܡܝܐ܆ܘܪ̈ܘܪܒܢܘܗܝܠܒܘ̈ܩܐ,,,ܕܡܐ,ܣܪ܆ܚܕܘܡܕܡܐܠܐܠܗܫܡܝܢܐ܆
,ܣܢܚܪܝܒܡܪܝ,,,,,,ܠܐܠܗܝܢܫܡܝ̈ܐ,
,ܘܪܘܪ̈ܒܢܘܗܝܠܒܪ̈ܩܐ,,,,,,ܘܪܘܪ̈ܒܢܘܗܝܠܒܪ̈ܩܐ,ܘܪܘܪ̈ܒܢܘܗܝܠܒܪ̈ܩܐ
,ܕܗܘܝܢܒܥ̈ܢܢܐ܂,,,,,,ܕܐܡܝܬܝ,
,ܕܐܡܬܝ,,,ܕܐܡܬܝ,,,,ܕܐܡܬܝ
,ܕܨܒܐ,,,ܕܨܒܐ,,,ܕܨܒܐ,ܕܨܒܐ
,ܓܒܠܡܢܡܛܪܐܘܛܠܐܒܪܕܐ܂ܘܐܢܪܥܡܟܠܐ,,,ܕܢܓܒܘܠ,,,ܕܢܓܒܘܠ,ܕܢܓܒܘܠ
,,,,ܛܠܐ,,,ܛܠܐ,ܚܠܐ
,,,,ܘܡܛܪܐ,,,ܘܡܛܪܐ܂܂܂܂ܘܛܒܬܐ,ܘܡܛܪܐ
,,,,ܘܛܒ̈ܬܐ,,,,ܘܛܒܬ̈ܐ
,,,,ܢܣܩ,,,ܢܣܩ,ܢܣܩ
,,,,ܠܫܡܝ̈,,,ܠܫܡܝܡܠܟܘܬܗܘܐܪܥܡܘܢܬܐܥܙܐܘܕܟܠܐ,ܠܫܡܝ̈
,,,,ܡܠܟܖܬܗܘܢܪܥܡ,,,,ܡܠܟܘܬܗ܂ܢܪܥܡ
,ܠܫܡܫܐ,,,,,,ܠܫܡܫܐ,
,ܕܠܐܢܕܢܚ܂,,,ܘܢܬܥܙܙ,,,,ܘܢܬܥܙܙ
,,,,ـ,,,,
,,,,,,,,ܘܢܟܠܐ
,,,,,,,,ܠܫܡܫܐ
,,,,ܘܢܟܠܐ,,,,
,,,,ܠܫܡܫܐܠܡܕܢܚ܆,,,ܠܡܕܢܚ܂,ܠܡܕܢܚ܂
,ܘܠܙܠܝܩܘ̈ܗܝ,,,ܘܠܙܠܝܩܘ̈ܗܝ,,,ܠܬܠܝܩܘܗ̈ܝ,ܘܠܙܠܝܩܘ̈ܗܝ
,ܕܠܐܢܬܚܙܘܢ܂ܘܢܟܠܐ,,,ܬܘܒ,,,ܬܘܒ,ܬܘܒ
,,,,ܠܡܚܙܝܘ,,,ܠܡܬܚܙܝܘ܂,ܠܡܬܚܙܝܘ܂
,,,,ܘܢܟܠܐ,,,ܘܢܟܠܐ,ܘܢܟܠܐ
,ܠܒܝܠ,,,ܠܒܝܠ,,,ܠܒܝܠ,ܠܒܝܠ
,ܡܢܕܠܡܥܠ,,,,,,,
,ܘܠܡܦܩ,,,,,,,
,ܒܫܘܩܐ܂,,,,,,,
,ܘܠܟܘܡܪ̈ܘܗܝ,,,ܘܠܟܘܡܪ̈ܘܗܝ,,,ܘܠܟܘܡܪ̈ܘܗܝ,ܘܠܟܘܡܪ̈ܘܗܝ
,ܠܡܬܚܙܝܘ܂ܘܢܟܠܐܠܣܗܪܐܡܢܕܠܡܕܢܚܘܠܟܘܟܒܘ̈ܗܝ,,,ܠܡܥܠ,,,ܠܡܥܠ,ܠܡܥܠ
,,,,ܘܠܡܦܩ,,,ܘܠܡܦܩ,ܘܠܡܦܩ
,,,,ܒܫܘ̈ܩܐ܆,,,ܒܫܘ̈ܩܐ,ܒܫܘܩ̈ܐ܂
,,,,ܘܢܟܠܐܠܣܗܪܐܠܡܕܢܚ,,,ܘܢܟܠܐܠܣܗܪܐܠܡܕܢܚ,ܘܢܟܠܐܠܣܗܪܐܠܡܕܢܚ
,,,,ܘܠܟܘ̈ܟܒܐܠܡܬܚܙܝܘ܆,,,ܘܠܟܘܟܒ̈ܐ,ܘܠܟܘܟܒ̈ܐ
,ܠܡܬܚܙܝܘ܂,,,,,,ܠܡܬܚܙܝܘ܂,ܠܡܬܚܙܝܘ܂
,ܘܟܕܗܠܝܢܫܡܥܡܠܟܐܣܓܝܩܨܦܘܐܡܪܠܝ܂ܒܚܝܘ̈ܗܝܕܡܪܟܡܘܡܢܐܠܟ܂ܐܡܪܠܝܡܢܫܡܟ܉,,,ܘܐܢܨܒܐ,,,ܘܐܢܨܒܐ,ܘܐܢܨܒܐ
,,,,ܠܡܦܩ,,,ܕܢܦܩܕ,ܕܢܦܘܩ
,,,,ܠܓܪܒܝܐܘܪܘܚܐ,,,ܠܓܪܒܝܐܘܪܘܚܐ,ܠܓܪܒܝܐܘܪܘܚܐ
,,,,ܬܚܫܘܠ,,,ܬܚܫܘܒ,ܬܚܫܘܠ
,,,,ܘܒܪܕܐܘܡܛܪܐ܆,,,ܒܪܕܐܘܡܛܪܐ,ܒܪܕܐܘܡܛܪܐ
,,,,,,,ܘܢܚܒܘܛ,܂
,,,,ܢܚܒܘܛ,,,,ܢܚܒܘܛ
,,,,ܠܢܝܣܢ܆,,,ܠܢܝܣܢ,ܠܢܝܣܢ
,,,,ܘܢܘܒܕ,,,ܘܢܘܒܕ,ܘܢܘܒܕ
,,,,ܠܗܒܒ̈ܐ,,,ܠܗܒܘܟܕܫܡܥܡܠܟܐ,ܠܗܒܢܘ̈ܗܝ܆
,,,,ܘܟܕܫܡܥ,,,,ܘܟܕܫܡܥ
,,,,ܣܓܝܩܨܦܟܕܡܫܐܠܦܪܥܘܢ,,,ܣܓܝܩܨܦܟܕܡܫܐܠܦܪܥܘܢ,ܣܓܝܩܨܦܟܕܡܫܐܠܦܪܥܘܢ
,,,,ܠܐܚܝܩܪ܆,,,ܠܐܚܝܩܪܡܛܠ܂܂ܥܡܗܘܐܡܪܠܗܕܐܢ̄ܬܐܚܝܩܪ,ܠܐܚܝܩܪ܂
,,,,ܗܝܕܝܢܐܡܪ,,,ܗܝܕܝܢܐܡܪ,ܗܝܕܝܢܐܡܪ
,,,,ـــ,,,,
,,,,ܡܠܟܐ,,,ܡܠܟܐ,ܡܠܟܐ
,,,,ܫܪܝܪܐܝܬ,,,ܫܪܝܪܐܝܬ,ܫܪܝܪܐܝܬ܂ܒܚܝܝ̈
,,,,ܒܚܝ̈ܝ,,,ܒܚܝܝ,
,,,,ܡܪܟ,,,ܡܪܟ,ܡܪܟ
,,,,ܣܪܚܕܘܡ,,,,ܣܪܚܕܘܡ
,,,,ܡܢܘ,,,ܡܢܘ,ܡܢܘ
,,,,ܫܡܟ܆ܘܥܢܝܬܘܐܡܪܬܠܗ܆ܐܢܐܐَܢܐܐܚܝܩܪܣܦܪܐ܆ܘܥܙܩܬܗ,,,ܫܡܟ,ܫܡܟ܂
,ܘܥܢܝܬ,,,,,,ܘܥܢܝܬ,ܘܥܢܝܬ
,ܘܐܡܪܬ,,,,,,ܠܗ,ܘܐܡܪܬ
,ܠܗ܂,,,,,,,ܠܐ
,ܐܢܐ,,,,,,ܐܢܐ,ܐܢܐ
,ܐܝܬܝ,,,,,,ܐܚܝܩܪܣܦܪܐܘܒܥܙܩܬܗ,ܐܬܢܐ
,ܐܚܝܩܪܣܦܪܐ܂ܘܥܙܩܬܐ,,,,,,,ܐܚܝܩܪܣܦܪܐ܂ܘܥܙܩܬܐ
,ܕܣܢܚܪܝܒܡܠܟܐܕܐܬܘܪܘܕܢܝܢܘܐ܂ܘܐܡܪܠܝ,,,ܕܣܪܚܕܘܡ,,,ܕܣܪܚܕܘܡ,ܕܣܪܚܕܘܡ
,ܡܠܟܐ܂ܠܐ,,,ܡܠܟܐ܆,ܡܠܟܐ܂ܠܐ,,ܡܠܟܐ,ܡܠܟܐ܂
,ܗ̄ܘܐ,,,ܘܐܡܪܠܝܦܪܥܘܢܐܝܬܝܟ,ܗܘܐ,,ܘܐܡܪܠܝܦܪܥܘܢܐܝܬܝܟ,ܘܐܡܪܠܝܦܪܥܘܢܐܝܬܝܟ
,ܡܫܡܥ,,,ܒܚ̈ܝܐ܆ܘܐܡܪܬ,ܡܫܡܥ,,ܒܚܝ̈ܐܐܡܪܬ,ܒܚܝ̈ܐ܂ܘܐܡܪܬܠܗ
,ܫܡܥܬ,,,ܠܗ,ܫܫ[܂],,ܠܗ,
,ܕܩܛܠܟܡܪܟ܂ܘܐܢܐ,,,,ܕܩܛܠܟܡܪܟ܂ܘܐܢܐ,,,
,ܐܡܪܬ,,,,ܐܡܪ[܂],,,
,ܠܗ܂ܥܕܟܝܠ,,,,ܠܗ܂ܥܕܟܝܠ,,,
,ܐܝܬܝ,,,ܐܝܬܝ,ܐܝܬܝ,,ܐܝܬܝ,ܐܝܬܝ
,ܒܚܝ̈ܐ,,,ܒܚܝ̈ܐ܆,ܒܚ̈ܝܐ,,ܒܚܝ̈ܐ,ܒܚܝ̈ܐ
,ܡܪܝܡܠܟܐ܂,,,ܘܠܣܪܚܕܘܡ,,,ܘܠܣܪܚܕܘܡ,ܘܠܣܪܚܕܘܡ
,,,,ܡܪܝܡܠܟܐܚܙܝܬ܆,ܡܪܝܡܠܟܐ,,ܘܡܪܝܡܠܟܐܚܙܝܬ,ܡܪܝܡܠܟܐ
,,,,,,,,ܚܙܝܬ܂
,,,,ܘܠܝ,,,ܘܠܝ,ܘܠܝ
,,,,ܐܬܬܘܣܦܘܚܝ̈ܐ܇,,,ܐܣܬܘܣܦܚܝ̈ܐ,ܐܬܬܘܣܦܘܢܚ̈ܐ܂
,ܘܐܠܗܐ,,,ܘܐܠܗܐ,ܘܐܠܗܐ,,ܘܐܠܗܐ,ܘܐܠܗܐ
,ܫܘܙܒܢܝ,,,ܦܪܩܢܝ,ܫܘܙܒܝܢ,,ܦܪܩܢܝ,ܦܪܩܢܝ
,ܡܢ,,,ܕܡܕܡ,ܡܢ,,ܡܢ܂܂܂,ܕܡܕܡ
,ܡܕܡܕܠܐܥܒܕ,,,,ܡܕܡܕܠܐܥܒܕ,,ܡܕܡܕܠܐܥܒܕ,ܠܐ
,,,,ܥܒܕ,,,,
,,,,,,,,ܥܒܕ
,ܐܝ̈ܕܝ܂,,,ܒܐܝܕܝ̈,,,ܐܝܕܝ̈ܘܐܡܪܠܝܕܠܐܡܨܦܪܐ,
,,,,,ܐܝܕ̈ܝ܂,,,
,,,,,,,,ܐܝܕ̈ܝ܂
,ܘܐܡܪܠܝܡܠܟܐ܂ܙܠܐܚܝܩܪܠܒܝܬܟܘܠܡܚܪ,,,,ܘܐܡܪܠܝܡܠܟܐ܂ܙܠܐܚܝܩܪܠܒܝܬܟܘܠܡܚܪ,,,
,,,,ܘܐܡܪܠܝܙܠܘܠܨܦܪܐ,,,,ܘܐܡܪܠܝܙܠܘܠܨܦܪܐ
,ܬܐ,,,ܬܐܠܘܬܝ܆ܘܐܡܪ,ܬܐ,,ܬܐ,ܬܐ
,ܠܘܬܝ܉,,,,ܠܘܬܝ܂,,ܠܘܬܝܐܡܪ,ܠܘܬܝ܂
,ܘܐܡܪ,,,,ܘܐܡܪ,,,ܘܐܡܪ
,ܠܝܡܠܬܐܕܠܐ,,,ܠܝܡܠܬܐܕܠܐ,ܠܝܡܠܬܐܕܠܐ,,ܠܝܡܠܬܐܕܠܐ,ܠܝܡܠܬܐܕܠܐ
