Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
,لكنادن,وهودانادانالدي,,ليسلكالانادان,والانهوذانادان,لكنادن
,ابناخته,,والآنلكنادانإبنأخته,ابناخته,ابناخته_,ابناخته
,ها,,ها,ها,ها,قدتعلم
,قد,قد,قد,قد,قد,
,علمه,علمه,علّمهعِلمهوحلم,علمه,علمه,علمه
,علمه,حيقارورباه_فاعرضعليههدهالرساله_لنبصرانكانلهمعرفهبها_حينيدًدعا,,علمه,علمه,ساله_فدعا
,,,,كلَّه,,
,,الملك,,,,الملك
,وحكمته,لنادانوقاللهخدهدهالرسالهوانظرمافيها_فلماقراها,وحكمته,وحكمته,وحكمته,نادنالىقدامه
,ومعرفته,,وأساله,ومعرفته,ومعرفته_,
,,نادان,,,,
,ادعيه,اصفرلونهوتغيروجههوتخلتقوته_,,ادعيه,ادعوهواسالوه,
,وسالهوهو,,,واساله,,
,,,هو,هو,هو,
,يحل,,يحل,يحل,يحل,
,هذه,,هذه,لكهذهالمساله,هذه,
,المسله,,المسألهلأننالم,,المسألة_,
,لاننا,,,لاننا,لاننا,
,,,,نحن,نحن,
,ما,,,ما,ما,
,نعرفشرحها,,نعرفشرحها,نعرفشرحها,نعرفشرحها_,
,فدعاه,,فدعا,حينيذبعثدعاهالملكولماجا,فدعاه,
,,,الملك,,,
,ولما,,,,الملك_فلما,
,حضر,,نادان,,حضر,
,,,,نادان,نادان,
,نادن,,,,,
,قدامالملك,,,قدامالملك,قدامالملك_,
,وقرا,,وقرا,وقرا,وقرىالرسالة_,وقرا
تلك,,,تلك,,,عليه
الرسالة_فاجابنذآنوقاللاسرحدومسيديالملكانّفرعونالملكقدظلَّضلالًالانّهمنيقدرانيشيّدبنآءًفيمابينالسمآء,الرساله,,الرسالهعليهأجابنادان,الرساله,,الرساله
,,,,قدامه,,
,اجاب,,,اجاب,اجاب,اجاب
,وقال,وقال,وقال,وقال,وقال,نادنوقالياسيدى
,للملك,للملك,ياسيديالملكأترى,للملك,الىالملك_,
,يا,ليسيقدراحدًايعملهداالعملابدًا_منيقدران,,يا,,
,سيدي,,,ايها_,,
,اترك,,,,اترك,اترك
,الناسيفشرون,,الناسيفشرون,الناسيفشرون,الناسيفشرون,الناسيفشرون
,ويهذونمنيستطيع,,منيقدر,ويهذونمنيستطيع,ويهذونمنيستطيع,ويهذونمنيستطيع
,يبني,يبني,يبني,يبني,يبني,يبني
,بنيان,قصر,بنيان,بنيان,بنيان,بنيان
,بين,بين,بين,بين,بين,بين
,السما,السما,السماء,السما,السماء,السما
والارض,للارض,والارض,والأرضالألهةما,الىالارض,والارض_,والارض
ولا,ولا,ولا,,ولا,ولا,ولا
ايضًاولاالآلهةايضًا,الالهة,الالهه_,,الالهة,الالهة,الالهه
يقدرون,يقدرون,يقدرون,يقدرون,يقدورونانيفعلواهذهفهذيانهى,يقدرون,يقدرون
ربماصارذلكغلطمنالكاتب,يفعلون,يفعلون,هلمساله,,يفعلون,يفعلون
,هذه,هداالفعل_فلماسمعسنحاريبالملكهداالكلام_,,هذه,هذه,هذا_
,هذايانهي,,,,هذيانهيهذه_الرسالة,
فلما,الرساله,,,الرساله,فلما,
,ولما,,ولما,ولما,,ولما
سمع,سمع,,سمع,سمع,سمع,سمع
الملك,سنحريب,,الملك,سنحاريب,الملك,سنحاريب
اقوالنذانتألمجدًا,كلام,,كلام,كلام,كلام,كلام
,نادن,,نادان,نادان,نادان,نادن
,حزن,حزن,حزن,حزن,حزن,حزن
,حزً,حزنًا,حزنًا,حزنًا,حزنًا,حزنًا
,عظيم,عظيم_,عظيم,عظيم,عظيم_,عظيم
,وبكىبكًا,وبكي,وبكي,وبكى,وبكى,وبكا
,,بكا,,بكا,بكاءً,
,شديد,شديد_,,شديد,شديد_,
ونزل,ونزل,ونزل,ونزل,ونزل,ونزل,ونزل
عن,من,من,من,من,عن,من
عرشه,كرسيه,كرسيه,كرسيه,كرسيه,كرسيّه,كرسه
وجلس,وجلس,وجلس,وجلس,وجلس,وجلس,
على,علي,علي,على,على,على,
الرماد,المسحوالرمادوبكى,الرماد_,الرماد,المسحوالرمادوبكى,المسحوالرماد_وبكى,
وقالواهًاعليكيااحيقارالحكيموعارفالامورالخفيَّةليتنيبشرّنياحدوقالليانّاحيقارهوذابالحيوةفكنتاعطيللمبشر,وقال,ولبسمسحالشعرعليجسده_وبدايبكيوينوحعليحيقارالحكيمويقول_,وبكيوقالحيفي,وقال,قايلًا,وقال
,,,,يا,يا,
,,ويلي,,,,
,حيفعليكيا,,,حيفعليكيا,حيفعليكيا,حيفعليكيا
,,عليكيا,عليكيا,,,
,,حيقارالحكم_,حقارالحكيمالماهر,حيقارالحكيم,حيقارالحكيم,حيقارالحكيم
,,ياعارف,ياعارف,الماهر,الماهر_,
,,السوالاتومفظالمشكلات_,,العارف,ياعارف,العارف
,,,السرايروالمسايل,السرايروالمسايل,السرايروالمسايل,
,,,,ويليعليكيا,,ويليعليكيا
,,ويليعليكيا,ويليعليكيا,,ياحيفعليكيا,
,معلم,معلم,معلم,معلم,معلم,معلم
,بلديومدبر,بلديومدبر,بلديومدبر,بلدىومدبّر,بلدي_ومدبر,بلاديويليكيفهلتك
,مملكتي,مملكتي_,مملكتي,مملكتي,مملكتي_,
,ايناجد,ايناجد,أينأجد,ايناجد,ايناجد,
,مثلك,متلك,مثلك,مثلك,مثلك_,
,واين,واين,وأينأدوّر,واين,واين,
,ادور,ادور,,ادوَّر,ادور,
,عليك,عليك_,عليك,عليك,عليك_,
,ويل,الويل,ويلي,ويلي,الويل,
,لي,لي,,,لي,
,عليككيف,عليككيف,عليككيف,عليككيف,عليككيف,
,اهلكتوكوعدمتوك,عدمتك_كيف,أهلكتك,,,
,,اهلكتك,,اهلكتك,اهلكتك,
,,,وعدمتك,واعدمتك,وعدمتك,
,بكلام,بكلام,بكلام,بكلام,بكلام,بكلام
,صبي,صبي,صبي,صبي,صبيّجاهلًا,
,جاهل,جاهل,جاهل,جاهل,,جاهل
,احمق,,,,,ومن
,بلا,بلا,بلا,بلا,بلا,
,معرفه,معرفه,معرفه,معرفه,معرفة,
,ولا,ولا,ولا,ولا,ولا,
,علمولا,علمولا,,علمولا,علمولا,
,دينولا,دينولا,دينولا,دينولا,دينولا,
,مرووه,مروَّه_,مروَّه,مروَّه,مروة_,
,,يااسفي,وياحقار,انا,انا,
,,,,اتاسَّف,الان_,
,اتاسف,,,,اتاسف,
,وابكي,,,وابكي,,
,عليك,عليك,,عليك,عليك,
,الىما,حتي,,الىما,الىما,
,اموت,اموت_,,اموت,اموت,
,من,من,من,فمنكانوهبلي,من,
,كان,كان,كان,,كان,كان
,وهبكلي,وهبكلي,قد,,وهبكلي,يهبكلى
,الان,اليوم_,,,الان,الان
,وكان,وكان,,وكان,وكان,وكان
,بشرني,بشرني,بشرني,بشَّرنى,بشرني,بشرني
,ان,ان,أنت,ان,انه,ان
,حيقرهاهو,حيقار,,حيقار,حيقار,حيقار
,,حيَّ_,هو,هو,هو,هو
,حي,,حي,حيّكاناعطيته,حي_,حي
,وكاناعطيتوه,كان,أعطيته,,كان,كان
,,اعطيه,,,قداعطيتهُ,اعطيت
نصف,نصف,نصف,نصف,نصف,نصف,نصف
مُلكيكلّه_فسمعحينئذٍنابوسميجصوت,مملكتي,مملكتي_,مملكتي,مملكتي,مملكتي_,مملكتي_
,فلما,فلما,ويااخوتياناالسيَّافيبوسمسكنكنتيعرفتوسمعت,فلما,فلما,فلما
,سمعت,سمعبوسَميك,,سمعت,سمعت,سمعت
,هولا,,هولا,,هولا,
,,,,هولاى,,
,انا,,منالملك,انا,انا,انا
,السياف,السياف,,السياف,يبوسميكالجلادوالسيَّاف,السياف
,,,,,,هولاى
كلامالملك,يبوسميكمسكينكنتي,كلامالملك,ورأيت,,ورأيت,
وتقدّماليهوخرَّساجدًالهوقالمولايالملكعِشالىالابد_هاهوذااحيقارموجودبالحيوةوهومخفيّ,ورايت,وحزنهوبكاه_علي,حزنه,ورايت,حزنالملك,وريت
,حزنالملك,,وبكاه,حزنالملك,وبكاه,حزنالملك
,وبكايهعلى,,,وبكايهعلى,على,على
,حيقراتقدمت,حيقار,,حيقار,حيقار_,الحيقارفاتقدمتالىالملك
,,كاتبهوكاتمسره_ونظرندامتهعليه_تقدماليالملكوسجدبينيديه_وقاللهياسيديالملك_,تقدمت,فتقدمت,تقدمت,
,وسجدت,,وسجدتلهوقلتياسيديالملكخالفتمرسومكوكل,وسجدت,وسجدت,
,للملك,,,قدامالملك,للملك,
,وقلتلهيا,,,وقلتلهيا,وقلتلهيا,وقلتلهيا
,سيدي,,,سيدي,سيدي,سيدىامرعبيدك
,,,,,الملك,
,ارسم,ارسم,,ارسم,ارسم,
,للعبيدليصلبوني,لعبدكانيصلبونني_اناالدي,,وامرالعبيد,العبيدان,
,,,,حتى,,حتى
,,,,يصلبوني,يصلبوني,يصلبوني
,اناعبدك,,,اناعبدك,اناعبدك,
,المسي,,,المسيء,,
,المذنب,,,المذنب,المذنب,
,حيث,,,حيث,حيث,حيث
,خالفت,خالفت,,خالفتوا,خالفت,خالفت
,مرسومك,امرك,,مرسومك,امرك,امرك
,,ومرسومك_,,,ومرسومك,وماقتلتالحيقاراستحق
,لانكل,لانكل,,,لانكل,
,عبد,عبدًا,عبد,,عبد,
,,,,,اذا,
,يخالف,يخالف,يخالف,,يخالف,
,مرسوم,,مرسوم,,مرسوم,
,,,,,وامر,
,سيده,سيده,سيده,,سيده,
,يستحق,يستحق,يستحق,يستحق,يستحق,
,الصلب,الصلب_,الصلب,الصلب,الصلب_,الصلب
,وصدقاتك,لانياسيديانت,وإنتشاياسيدياصلبنيحيثخالفتالمرسومأناحيث,وصدقاتك,انتفيغصبك,واناعرفتُ
,رسمت,,,رسمت,,
,,بغضبك,,,,
,,رسمت_,,,,
,وانت,,,,,
,بغضبك,,,,,
,,انياقتلحيقارالحكيم_,,,,
,بقتل,,,بقتل,بقتل,
,حيقر,,,حيقار,حيقار,
,ولم,ولم,,ولم,ولم,
,تفحص,تفتش,,تفتش,تبحث,
,علي,علي,,على,على,
,ذنبه,دنبه_,,ذنبه,ذنبه_,
,وانا,وانا,,وانا,انا,
,عرفت,اعرف,عرفت,عرفتوا,عرفت,
,ان,ان,,,بانه,ان
,يريد,يصيرلكعليه,يريد,يريد,,يريد
,يلحقك,,يلحقك,يحلقك,يلحقك,يلحقك
,ندمه,ندامه,ندامه,ندامه,ندامةعلىقتله_وعرفتما,ندامه
,بقتله,بقتله_,بقتله,بقتله,,فىقتلهوكان
,وعرفت,وعرفت,وعرفت,وعرفتوا,,
,ان,انه,أنهمظلوم,ان,,
,مظلوم,مظلوم,,مظلوم,,مظلوم
,كان,ولادنب,,كان,,
,وما,,,وما,,وما
,كان,,,كان,كان,كان
,له,له_,,له,له,له
,ذنب,فمظيتواخفيتهفيمكان,,ذنبً,ذنب_,ذنب
,والرب,,,والرب,,والرب
تحتالارض,,تحتالارض_,,,,
فاذًالاتبكِأمرانيحضربينيديكفلمّاسمعالملكقامعاجلًامنالرمادواستوى,يستجيب,وهوالان,,يستجيب,,يجيب
,المظلومين,,,المظلومين,,المظلومين
,هاهو,,هاهو,وهاهوحيقارحيَّا,وهاهو,وهاهو
,حيقر,حيَّ_,حقار,,حيَّ,
,حي,لدلكاقوللكانيقد,حي,,,حي
,وهو,,وهو,وهو,,
,تحتالارض,,,تحتالارض,تحتالارض,تحتالارض
,مخفي,,مخفي,مخفي,مخفي,مخفي
,مطمور,,,مطمور,ومطمور,فىحفير
,فيحفر,,في,فىحفيره,في,
,,,مطموره,مثل,حفيرة,مثل
,مثلقبربل,,,القبراخطيتوا,مثلقبربل,القبر_ولماسمعالملكقالانهو
,انا,,,انا,قد,
,اخطيت,,,بالذىخالفتوا,اخطيت,
,حتى,,,,حيثخالفتمرسومكوامرك,
,خالفت,خالفت,,,,
,مرسومك,امرك_فاناردتتقتلنيواناردت,,مرسومك,,
,اماصلبنيام,,,اماصلبنيام,اماصلبنيام,
,اعفي,اعفي,,اعفي,اعفي,
,عننيوسامحني,عني_,,عني,عني_,
,,فلماسمعسنحاريبكلامالسياف_نهظعليقدميهوقال_كلامكصدقهواممزاح_اخبرني,,وسامحلي,وسامحلي,
,ذنبي,,,ذنبي,ذنبي_,
,ولما,,ولما,فلما,ولما,
,سمعالملك,,سمعالملك,سمعالملك,سمعالملك,
,حديثي,,حديثي,حديثي,,
,فرح,,فرح,فرح,فرح,
,وسروابتهج,,فرحًاعظيموقال,وسروابتهج,فرحًاعظيم_وقال,
,جدًا,,,جدا,,
,وقال,,,وقال,,
,يا,يا,,يا,,
,عبد,بوسميككيفهداالقول_لقدزاغعقليوتحيرت_فقالبوسميك_يعيشسيديالملكاليالابد_انحيقارهوحيَّمخفيتحتالارضفيمطموره_فقاللهالملك,,عبد,,
,,ياعبدًا,ياعبدًا,,ياعبدًا,
,صالح,صالح,صالحًا,,صالحًا,
,ان,ان,إن,ان,فان,
,كان,كنتتمنَّعليَّوتورينيحيقاروزيريبالحياه_اريدمنبعدماامنيك,كان,كان,كان,
,حديثك,,حديثك,حديثك,حديثك,حديثك
,صحيح,,هوصحيح,صحيح,هوصحيح,صحيح
,اريداغنيك,,أريدأغنيكلما,اريداغنيك,اريداغنيك_,اريداغنيك_
,ان,,,ان,بلىفقطانكانتريني,فقالالسيافالملك
,تورينيحيقر,,ترويني,ترويني,,
,,,حقارحيأكرمكجدَّا,حيقار,حيقار,
,حي,,,حيّ,حي_,
,اعطيك,اعطيك,,اعطيك,اعطيك,
,,,,,الى,
,نصفمملكتي,نصفمملكتي_,,نصفمملكتي,نصفمملكتي_,
,,واعطيكخمسينقنطاردهب_,,,,
,ومايةقنطار,ومايةقنطار,,ومايةقنطار,ومايةقنطار,
,ذهب,فضه_غيرالتيابوالارجوان,,ذهب,منالذهب,
,وخمسينقنطار,,,وخمسينقنطار,وخمسينقنطار,
,,,,,من,
,ثياب,,,ثياب,,
,,,,,ثياب,
,ارجوان,,,ارجوان,,
,وحرير,,,حرير,الارجوان,
,,والحرير,فقالالسياف,فقالالسياف,والحرير_,
,فقاليبوسميك,الأناعجلواورينيحيقار_عندذلك,,,فقاليبوسميك,
,للملك,,للملك,للملك,السيَّافالىالملك,
,ياسيدي,,إعفيعنذنبيولا,,ياسيدي,
,احلف,,,احلف,اقسمواحلف,احلف
,لي,,,لي,لي,لى
,بالله,,,بالله,بالله,بالله
,الحيانكلا,,,الحيّانما,الحيانكلا,الحيّانما
,تذكر,,تذكر,تذكر,تذكر,تواخذنيحيثماقتلتحيقار
,على,,لي,لى,لي,
,هذاالذنبولاتعمل,,أسيات,هذاالذنبولاتعمل,هذهالخطيةوالذنب_,
,معياسيه,,,معىاسيَّة,,
,علىهذه,,,علىهذه,,
,الخطيه,,,الخطيَّه,,
